enginebStandard,enginebEntity,enginebAttribute,relationshipTo,DataType,MS_DataType,Description
AP,purchaseInvoiceData,lineDeliveryDate,,DATE,date,The date of the delivery
AP,purchaseInvoiceData,lineDescription,,TEXT,string,Description of Invoice Line.
AP,purchaseInvoiceData,lineFromDate,,DATE,date,Startdate of the deliveries
AP,purchaseInvoiceData,lineGoodsServicesId,,TEXT,string,Indicator showing if goods or service
AP,purchaseInvoiceData,lineInvoiceDueDate,,DATE,date,"The date payment is due to the supplier. Notall transactions will have a due date (forexample, credit memos). Aging of a payableis usually calculated based on this date."
AP,purchaseInvoiceData,lineInvoiceLocalCurrency,,TEXT,string,"The currency for local reporting requirements. See ISO 4217 coding."
AP,purchaseInvoiceData,lineInvoiceUOM,,NUMERIC,decimal,Quantity unit of measure e.g. pack of 12
AP,purchaseInvoiceData,lineLineNumber,,TEXT,string,Line item number of the invoice.
AP,purchaseInvoiceData,lineMovementReference,,TEXT,string,Unique reference to the movement.
AP,purchaseInvoiceData,lineOrderDate,,DATE,date,Date of order
AP,purchaseInvoiceData,lineOriginatingON,,TEXT,string,Origination Order Number
AP,purchaseInvoiceData,lineProductCode,,TEXT,string,"Unique identifier for each purchased product. This ID may need to be created by concatenating fields (for example, business unit, product number, year, and so on) to uniquely identify each product."
AP,purchaseInvoiceData,lineProductDescription,,TEXT,string,"Product (plain English) description to indicate the name or other identifying characteristics of the product."
AP,purchaseInvoiceData,lineProductGroup01,,TEXT,string,"Product descriptor #1, for example, tiresor accessories."
AP,purchaseInvoiceData,lineProductGroup02,,TEXT,string,"Product descriptor #2, for example,brand."
AP,purchaseInvoiceData,linePurchaseOrderId,,TEXT,string,Date of order
AP,purchaseInvoiceData,linePurchaseOrderLineId,,TEXT,string,"Identifier for purchase order line number.Must match Purchase_Order_Line_IDused inPurchase_Orders_Lines_YYYYMMDD_YYYYMMDD file. If no purchase order,leave blank."
AP,purchaseInvoiceData,lineQuantity,,TEXT,string,Quantity of goods and services supplied.
AP,purchaseInvoiceData,lineReportingCurrency,,TEXT,string,"The reporting currency related to theinvoice reporting amount fornonconsolidated reporting. See ISO4217 coding."
AP,purchaseInvoiceData,lineShipFromAdditionalAddressDetail,,TEXT,string,
AP,purchaseInvoiceData,lineShipFromAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AP,purchaseInvoiceData,lineShipFromBuilding,,TEXT,string,
AP,purchaseInvoiceData,lineShipFromCity,,TEXT,string,
AP,purchaseInvoiceData,lineShipFromCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AP,purchaseInvoiceData,lineShipFromDeliveryDate,,DATE,date,Date goods are delivered
AP,purchaseInvoiceData,lineShipFromDeliveryId,,TEXT,string,Identification of the delivery
AP,purchaseInvoiceData,lineShipFromLocationId,,TEXT,string,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
AP,purchaseInvoiceData,lineShipFromNumber,,TEXT,string,
AP,purchaseInvoiceData,lineShipFromPostalCode,,TEXT,string,
AP,purchaseInvoiceData,lineShipFromRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AP,purchaseInvoiceData,lineShipFromStreetName,,TEXT,string,Unique consignment reference number
AP,purchaseInvoiceData,lineShipFromUCR,,TEXT,string,Location of goods in warehouse
AP,purchaseInvoiceData,lineShipFromWarehouseId,,TEXT,string,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
AP,purchaseInvoiceData,lineShippingCostsAmount,,NUMERIC,decimal,In the header's default currency.
AP,purchaseInvoiceData,lineShippingCostsAmountCurrencyAmount,,NUMERIC,decimal,Amount in foreign currency
AP,purchaseInvoiceData,lineShippingCostsAmountCurrencyCode,,TEXT,string,Three-letter currency code according to ISO 4217 standard. Example: EUR for the Euros or USD for American Dollars.
AP,purchaseInvoiceData,lineShippingCostsAmountExchangeRate,,NUMERIC,decimal,The exchange rate used. CurrencyAmount x ExchangeRate = Amount 
AP,purchaseInvoiceData,lineShipToAdditionalAddressDetail,,TEXT,string,
AP,purchaseInvoiceData,lineShipToAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AP,purchaseInvoiceData,lineShipToBuilding,,TEXT,string,
AP,purchaseInvoiceData,lineShipToCity,,TEXT,string,
AP,purchaseInvoiceData,lineShipToCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AP,purchaseInvoiceData,lineShipToDeliveryDate,,DATE,date,Date goods are delivered
AP,purchaseInvoiceData,lineShipToDeliveryId,,TEXT,string,Identification of the delivery
AP,purchaseInvoiceData,lineShipToLocationId,,TEXT,string,Location of goods in warehouse
AP,purchaseInvoiceData,lineShipToNumber,,TEXT,string,
AP,purchaseInvoiceData,lineShipToPostalCode,,TEXT,string,
AP,purchaseInvoiceData,lineShipToRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AP,purchaseInvoiceData,lineShipToStreetName,,TEXT,string,
AP,purchaseInvoiceData,lineShipToUCR,,TEXT,string,Unique consignment reference number
AP,purchaseInvoiceData,lineShipToWarehouseId,,TEXT,string,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
AP,purchaseInvoiceData,lineSystemEntryDateTime,,DATE,date,"The date the transaction was entered into thesystem. This is sometimes referred to as the creation date. This should be a system-generated date (rather than user-entereddate), when possible. This date does not necessarily correspond with the date of the transaction itself."
AP,purchaseInvoiceData,lineSystemEntryUser,userListing.userId,TEXT,string,"User_ID (from User_Listing file) for person who created the record."
AP,purchaseInvoiceData,lineSystemModifiedDateTime,,DATE,date,The date and time the entry was last modified.
AP,purchaseInvoiceData,lineSystemModifiedUser,userListing.userId,TEXT,string,"User_ID (from User_Listing file) for the lastperson modifying this entry."
AP,purchaseInvoiceData,lineTaxInformationTaxAmount,,NUMERIC,decimal,In the header's default currency.
AP,purchaseInvoiceData,lineTaxInformationTaxAmountCurrencyAmount,,NUMERIC,decimal,Amount in foreign currency
AP,purchaseInvoiceData,lineTaxInformationTaxAmountCurrencyCode,,TEXT,string,Three-letter currency code according to ISO 4217 standard. Example: EUR for the Euros or USD for American Dollars.
AP,purchaseInvoiceData,lineTaxInformationTaxAmountExchangeRate,,NUMERIC,decimal,The exchange rate used. CurrencyAmount x ExchangeRate = Amount 
AP,purchaseInvoiceData,lineTaxInformationTaxBase,,TEXT,string,"The base on which the tax is calculated. This can be an amount, or a quantity, eg. Litres."
AP,purchaseInvoiceData,lineTaxInformationTaxBaseDescription,,TEXT,string,Description of the value in the TaxBase. Eg. Litres for excises on alcoholic bevarages.
AP,purchaseInvoiceData,lineTaxInformationTaxCode,,TEXT,string,Tax Code for lookup in tables
AP,purchaseInvoiceData,lineTaxInformationTaxDeclarationPeriod,,TEXT,string,The identification of the declaration/return in which the taxamount is reported to the Revenue body
AP,purchaseInvoiceData,lineTaxInformationTaxExemptionReason,,TEXT,string,Tax exemption or reduction reason or rationale 
AP,purchaseInvoiceData,lineTaxInformationTaxPercentage,,NUMERIC,decimal,Tax percentage.
AP,purchaseInvoiceData,lineTaxPointDate,,DATE,date,Tax Point date where recorded or if not recorded then the Invoice date 
AP,purchaseInvoiceData,lineToDate,,DATE,date,Enddate of the deliveries
AP,purchaseInvoiceData,lineUnitPrice,,NUMERIC,decimal,Unit price for the unit/group of units per UOM in the header's default currency
AP,purchaseInvoiceData,lineUOMToUOMBaseConversionFactor,,NUMERIC,decimal,Conversion factor of the InvoiceUOM to UOM Base. Only needed when InvoiceUOM is reported and is different from the UOM Base.
AP,purchaseInvoiceData,paymentTerms,,TEXT,string,Payments terms for this invoice
AP,purchaseInvoiceData,period,,TEXT,string,"Fiscal period in which the Effective_Date occurs.Examples include W1‚ÄìW53 for weekly periods, M1‚ÄìM12 for monthly periods, and Q1‚ÄìQ4 for quarterly periods."
AP,purchaseInvoiceData,periodYear,,TEXT,string,"Fiscal year in which thePurchase_Order_Date occursâ€”YYYY fordelimited, CCYY-MM-DD fiscal year end(ISO 8601) for extensible business reportinglanguage global ledger taxonomy framework(XBRL GL)."
AP,purchaseInvoiceData,postingStatus,,TEXT,string,"Status of the transaction's posting to the GL(for example, ""Posted,"" ""Not Posted"")."
AP,purchaseInvoiceData,purchaseInvoiceLineNumber,,TEXT,string,
AP,purchaseInvoiceData,purchaseInvoiceNumber,,TEXT,string,
AP,purchaseInvoiceData,purchaseInvoiceUniqueId,,TEXT,string,
AP,purchaseInvoiceData,purchaseOrderId,purchaseOrderData.purchaseOrderUniqueId,TEXT,string,"Unique identifier for each purchase order.Must match Purchase_Order_ID in thePurchase_Orders_YYYYMMDD_YYYYMMDD file. If no purchase order, leave blank."
AP,purchaseInvoiceData,receiptNumbers,,TEXT,string,"The number(s) of the receipt(s) on this ""consolidated invoicerecord"". Can be a single number, a range or a list."
AP,purchaseInvoiceData,segment01,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AP,purchaseInvoiceData,segment02,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AP,purchaseInvoiceData,segment03,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AP,purchaseInvoiceData,segment04,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AP,purchaseInvoiceData,segment05,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AP,purchaseInvoiceData,selfBillingIndicator,,TEXT,string,Indicator showing if a self-billing agreement exists between the customer and the supplier
AP,purchaseInvoiceData,settlementAmount,,NUMERIC,decimal,In the header's default currency.
AP,purchaseInvoiceData,settlementCurrencyAmount,,NUMERIC,decimal,Amount in foreign currency
AP,purchaseInvoiceData,settlementCurrencyCode,,TEXT,string,Three-letter currency code according to ISO 4217 standard. Example: EUR for the Euros or USD for American Dollars.
AP,purchaseInvoiceData,settlementExchangeRate,,NUMERIC,decimal,The exchange rate used. CurrencyAmount x ExchangeRate = Amount 
AP,purchaseInvoiceData,settlementPaymentMechanism,,TEXT,string,Payment mechanism 
AP,purchaseInvoiceData,settlementSettlementDate,,DATE,date,Date settled
AP,purchaseInvoiceData,settlementSettlementDiscount,,NUMERIC,decimal,Description Settlement / Other Discount
AP,purchaseInvoiceData,shipFromAdditionalAddressDetail,,TEXT,string,
AP,purchaseInvoiceData,shipFromAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AP,purchaseInvoiceData,shipFromBuilding,,TEXT,string,
AP,purchaseInvoiceData,shipFromCity,,TEXT,string,
AP,purchaseInvoiceData,shipFromCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AP,purchaseInvoiceData,shipFromDeliveryDate,,DATE,date,Date goods are delivered
AP,purchaseInvoiceData,shipFromDeliveryId,,TEXT,string,Identification of the delivery
AP,purchaseInvoiceData,shipFromLocationId,,TEXT,string,Location of goods in warehouse
AP,purchaseInvoiceData,shipFromNumber,,TEXT,string,
AP,purchaseInvoiceData,shipFromPostalCode,,TEXT,string,
AP,purchaseInvoiceData,shipFromRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AP,purchaseInvoiceData,shipFromStreetName,,TEXT,string,
AP,purchaseInvoiceData,shipFromUCR,,TEXT,string,Unique consignment reference number
AP,purchaseInvoiceData,shipFromWarehouseId,,TEXT,string,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
AP,purchaseInvoiceData,shipToAdditionalAddressDetail,,TEXT,string,
AP,purchaseInvoiceData,shipToAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AP,purchaseInvoiceData,shipToBuilding,,TEXT,string,
AP,purchaseInvoiceData,shipToCity,,TEXT,string,
AP,purchaseInvoiceData,shipToCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AP,purchaseInvoiceData,shipToDeliveryDate,,DATE,date,Date goods are delivered
AP,purchaseInvoiceData,shipToDeliveryId,,TEXT,string,Identification of the delivery
AP,purchaseInvoiceData,shipToLocationId,,TEXT,string,Location of goods in warehouse
AP,purchaseInvoiceData,shipToNumber,,TEXT,string,
AP,purchaseInvoiceData,shipToPostalCode,,TEXT,string,
AP,purchaseInvoiceData,shipToRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AP,purchaseInvoiceData,shipToStreetName,,TEXT,string,
AP,purchaseInvoiceData,shipToUCR,,TEXT,string,Unique consignment reference number
AP,purchaseInvoiceData,shipToWarehouseId,,TEXT,string,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
AP,purchaseInvoiceData,sourceId,sourceListing.sourceId,TEXT,string,"Posting source (code for source from which the journal entry originated, such as sales journal, cash receipts journal, general journal, payroll journal, accountant manual entry, spreadsheet, and so on)."
AP,purchaseInvoiceData,supplierId,supplierMasterData.supplierId,TEXT,string,"Identifier of the supplier to whom payment isdue or from whom unused credits have beenapplied. Must match theSupplier_Account_ID in theSupplier_Listing_YYYYMMDD file."
AP,purchaseInvoiceData,supplierName,,TEXT,string,Name of the supplier
AP,purchaseInvoiceData,systemEntryDateTime,,DATE,date,"The date the transaction was entered into thesystem. This is sometimes referred to as the creation date. This should be a system-generated date (rather than user-entereddate), when possible. This date does not necessarily correspond with the date of the transaction itself."
AP,purchaseInvoiceData,systemEntryUser,userListing.userId,TEXT,string,"User_ID (from User_Listing file) for personwho created the record."
AP,purchaseInvoiceData,systemId,,TEXT,string,Unique number created by the system for the document
AP,purchaseInvoiceData,systemModifiedDateTime,,DATE,date,The date and time the entry was last modified.
AP,purchaseInvoiceData,systemModifiedUser,userListing.userId,TEXT,string,"User_ID (from User_Listing file) for the lastperson modifying this entry."
AP,purchaseInvoiceData,tax1Local,,TEXT,string,"The amount of Tax1_Type included inthe transaction. Recorded in localcurrency."
AP,purchaseInvoiceData,tax1Type,,TEXT,string,"Code for Tax1 type (for example, Sales,VAT).This field should agree with theRegulator_Code field in theTax_Table_YYYYMMDD"
AP,purchaseInvoiceData,tax1TypeDescription,,TEXT,string,"Description of Tax1 type (for example,authority tax is paid to and otherinformation to identify tax)."
AP,purchaseInvoiceData,tax2Local,,TEXT,string,"The amount of Tax2_Type included inthe transaction. Recorded in localcurrency."
AP,purchaseInvoiceData,tax2Type,,TEXT,string,"Code for Tax2 type (for example, Sales,VAT).This field should agree with theRegulator_Code field in theTax_Table_YYYYMMDD"
AP,purchaseInvoiceData,tax2TypeDescription,,TEXT,string,"Description of Tax2 type (for example,authority tax is paid to and otherinformation to identify tax)."
AP,purchaseInvoiceData,tax3Local,,TEXT,string,"The amount of Tax3_Type included inthe transaction. Recorded in localcurrency."
AP,purchaseInvoiceData,tax3Type,,TEXT,string,"Code for Tax3 type (for example, Sales,VAT).This field should agree with theRegulator_Code field in theTax_Table_YYYYMMDD"
AP,purchaseInvoiceData,tax3TypeDescription,,TEXT,string,"Description of Tax3 type (for example,authority tax is paid to and otherinformation to identify tax)."
AP,purchaseInvoiceData,termsDiscountDays,,TEXT,string,"The number of days from the invoice datethe supplier allows to take advantage ofdiscounted terms. Terms are represented asdigits with no decimal places (for example,nnn)."
AP,purchaseInvoiceData,termsDiscountPercentage,,NUMERIC,decimal,"The discount percentage the supplier mayprovide if an invoice is paid before a certainnumber of days. In the flat file, terms arerepresented as digits to one decimal place(for example, 10% would be represented as10.0). In extensible business reportinglanguage global ledger taxonomy framework(XBRL GL), the three fieldsTerms_Discount_Percentage,Terms_Discount_Days andTerms_Due_Days would be entered in theform ""xx.x% dd Net dd,"" such as 2% 10 Net30 for 2% discount if paid within 10 days,with the net due in 30 days."
AP,purchaseInvoiceData,termsDueDays,,TEXT,string,"The number of days allowed to meet theobligation before an invoice becomesoverdue."
AP,purchaseInvoiceData,transactionId,glDetail.transactionId,TEXT,string,"Cross-reference to GL posting. It can contain many different levels to identify the transaction. It could include cost centres such as company, division, region, group and branch/department"
AP,purchaseOrderData,approvedBy,userListing.userId,TEXT,string,User ID (from User_Listing file) for person who approved the entry.
AP,purchaseOrderData,approvedDateTime,,DATE,date,The DateTime the entry was approved.
AP,purchaseOrderData,batchId,,TEXT,string,Systems generated ID for batch
AP,purchaseOrderData,billingAddressAdditionalAddressDetail,,TEXT,string,
AP,purchaseOrderData,billingAddressAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AP,purchaseOrderData,billingAddressBuilding,,TEXT,string,
AP,purchaseOrderData,billingAddressCity,,TEXT,string,
AP,purchaseOrderData,billingAddressCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AP,purchaseOrderData,billingAddressNumber,,TEXT,string,
AP,purchaseOrderData,billingAddressPostalCode,,TEXT,string,
AP,purchaseOrderData,billingAddressRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AP,purchaseOrderData,billingAddressStreetName,,TEXT,string,
AP,purchaseOrderData,branchStoreNumber,,TEXT,string,"Branch or Storenumber, additional segregation of customer/supplier, used if not included as part of the customer/supplier id"
AP,purchaseOrderData,businessUnitCode,businessUnit.businessUnitCode,TEXT,string,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited and for which the trial balance is generated. For example, you may use a code aligned with the concept of a reportable segment as defined in FASB Accounting Standards Codification (ASC) 280, Segment Reporting."
AP,purchaseOrderData,glPostingDate,,DATE,date,Date posting to GL
AP,purchaseOrderData,lastModifiedBy,userListing.userId,TEXT,string,User_ID (from User_Listing file) for the last person modifying this entry.
AP,purchaseOrderData,lastModifiedDateTime,,DATE,date,The date and time the entry was last modified before posting.
AP,purchaseOrderData,lineAccountId,chartOfAccounts.glAccountNumber,TEXT,string,"General Ledger Account code of the GL-revenue-account. Can be including sub-account id. It can contain many different levels to identify the Account. It could include cost centres such as company, division, region, group and branch/department."
AP,purchaseOrderData,lineAnalysisAmount,,NUMERIC,decimal,"Transaction monetary amount recorded in the functional or group currency. No multicurrency translation should need tobe performed on this amount because all transactions should be recorded in a single currency."
AP,purchaseOrderData,lineAnalysisId,,TEXT,string,Value of the analysisID: f.i. which cost center applies
AP,purchaseOrderData,lineAnalysisType,,TEXT,string,"Analysis code identifier: cost center, cost unit, cost type, project, etc. Refers to the MasterFile AnalysisTypeTable"
AP,purchaseOrderData,lineApprovedBy,userListing.userId,TEXT,string,"User ID (from User_Listing file) for person who approved the entry."
AP,purchaseOrderData,lineApprovedDateTime,,DATE,date,The date and time the entry was approved.
AP,purchaseOrderData,lineCreditNoteReason,,TEXT,string,Credit note reason or rationale 
AP,purchaseOrderData,lineCreditNoteReference,,TEXT,string,Credit note reference (where applicable) to original invoice 
AP,purchaseOrderData,lineDebitCreditIndicator,,TEXT,string,Indicates whether the amounts on line-level are debit or credit amounts. Entry must correspond to entry reflected in General Ledger Entry. Signing of line amounts is relative to this indicator. E.g. a return can lead to a negative amount
AP,purchaseOrderData,lineDeliveryDate,,DATE,date,The date of the delivery
AP,purchaseOrderData,lineDescription,,TEXT,string,Description of Invoice Line.
AP,purchaseOrderData,lineFromDate,,DATE,date,Startdate of the deliveries
AP,purchaseOrderData,lineGoodsServicesId,,TEXT,string,Indicator showing if goods or service
AP,purchaseOrderData,lineLineNumber,,TEXT,string,Line item number of the invoice.
AP,purchaseOrderData,lineMovementReference,,TEXT,string,Unique reference to the movement.
AP,purchaseOrderData,lineOrderLineAmount,,NUMERIC,decimal,
AP,purchaseOrderData,lineOrderLineAmountCurrencyAmount,,NUMERIC,decimal,"Transaction monetary amount in local currency."
AP,purchaseOrderData,lineOrderLineAmountCurrencyCode,,TEXT,string,"The currency for local reportingrequirements. See ISO 4217 coding."
AP,purchaseOrderData,lineOrderLineAmountExchangeRate,,NUMERIC,decimal,
AP,purchaseOrderData,lineOrderUOM,,TEXT,string,Purchase order line base unit of measure.
AP,purchaseOrderData,linePiDate,,DATE,date,
AP,purchaseOrderData,lineProductCode,,TEXT,string,"Unique identifier for each purchased product. This ID may need to be created by concatenating fields (for example, business unit, product number, year, and so on) to uniquely identify each product."
AP,purchaseOrderData,lineProductDescription,,TEXT,string,"Product (plain English) description to indicate the name or other identifying characteristics of the product."
AP,purchaseOrderData,linePurchaseOrderProductGroup01,,TEXT,string,"Product descriptor #1, for example, tires or accessories."
AP,purchaseOrderData,linePurchaseOrderProductGroup02,,TEXT,string,"Product descriptor #2, for example, brand."
AP,purchaseOrderData,lineQuantity,,TEXT,string,Quantity of goods and services supplied.
AP,purchaseOrderData,lineShipFromAdditionalAddressDetail,,TEXT,string,
AP,purchaseOrderData,lineShipFromAddress,,TEXT,string,
AP,purchaseOrderData,lineShipFromAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AP,purchaseOrderData,lineShipFromBuilding,,TEXT,string,
AP,purchaseOrderData,lineShipFromCity,,TEXT,string,
AP,purchaseOrderData,lineShipFromCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AP,purchaseOrderData,lineShipFromDeliveryDate,,DATE,date,Date goods are delivered
AP,purchaseOrderData,lineShipFromDeliveryId,,TEXT,string,Identification of the delivery
AP,purchaseOrderData,lineShipFromLocationId,,TEXT,string,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
AP,purchaseOrderData,lineShipFromNumber,,TEXT,string,
AP,purchaseOrderData,lineShipFromPostalCode,,TEXT,string,
AP,purchaseOrderData,lineShipFromRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AP,purchaseOrderData,lineShipFromStreetName,,TEXT,string,Unique consignment reference number
AP,purchaseOrderData,lineShipFromUCR,,TEXT,string,Location of goods in warehouse
AP,purchaseOrderData,lineShipFromWarehouseId,,TEXT,string,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
AP,purchaseOrderData,lineShippingCostsAmount,,NUMERIC,decimal,In the header's default currency.
AP,purchaseOrderData,lineShippingCostsAmountCurrencyAmount,,NUMERIC,decimal,Amount in foreign currency
AP,purchaseOrderData,lineShippingCostsAmountCurrencyCode,,TEXT,string,Three-letter currency code according to ISO 4217 standard. Example: EUR for the Euros or USD for American Dollars.
AP,purchaseOrderData,lineShippingCostsAmountExchangeRate,,NUMERIC,decimal,The exchange rate used. CurrencyAmount x ExchangeRate = Amount 
AP,purchaseOrderData,lineShipToAdditionalAddressDetail,,TEXT,string,
AP,purchaseOrderData,lineShipToAddress,,TEXT,string,
AP,purchaseOrderData,lineShipToAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AP,purchaseOrderData,lineShipToBuilding,,TEXT,string,
AP,purchaseOrderData,lineShipToCity,,TEXT,string,
AP,purchaseOrderData,lineShipToCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AP,purchaseOrderData,lineShipToDeliveryDate,,DATE,date,Date goods are delivered
AP,purchaseOrderData,lineShipToDeliveryId,,TEXT,string,Identification of the delivery
AP,purchaseOrderData,lineShipToLocationId,,TEXT,string,Location of goods in warehouse
AP,purchaseOrderData,lineShipToNumber,,TEXT,string,
AP,purchaseOrderData,lineShipToPostalCode,,TEXT,string,
AP,purchaseOrderData,lineShipToRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AP,purchaseOrderData,lineShipToStreetName,,TEXT,string,
AP,purchaseOrderData,lineShipToUCR,,TEXT,string,Unique consignment reference number
AP,purchaseOrderData,lineShipToWarehouseId,,TEXT,string,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
AP,purchaseOrderData,lineSubsequentPi,,TEXT,string,
AP,purchaseOrderData,lineSystemEntryDateTime,,DATE,date,"The date the transaction was entered into thesystem. This is sometimes referred to as the creation date. This should be a system-generated date (rather than user-entereddate), when possible. This date does not necessarily correspond with the date of the transaction itself."
AP,purchaseOrderData,lineSystemEntryUser,userListing.userId,TEXT,string,"User_ID (from User_Listing file) for person who created the record."
AP,purchaseOrderData,lineTaxInformationTaxAmount,,NUMERIC,decimal,In the header's default currency.
AP,purchaseOrderData,lineTaxInformationTaxBase,,TEXT,string,"The base on which the tax is calculated. This can be an amount, or a quantity, eg. Litres."
AP,purchaseOrderData,lineTaxInformationTaxBaseDescription,,TEXT,string,Description of the value in the TaxBase. Eg. Litres for excises on alcoholic bevarages.
AP,purchaseOrderData,lineTaxInformationTaxCode,,TEXT,string,Tax Code for lookup in tables
AP,purchaseOrderData,lineTaxInformationTaxDeclarationPeriod,,TEXT,string,The identification of the declaration/return in which the taxamount is reported to the Revenue body
AP,purchaseOrderData,lineTaxInformationTaxExemptionReason,,TEXT,string,Tax exemption or reduction reason or rationale 
AP,purchaseOrderData,lineTaxInformationTaxPercentage,,NUMERIC,decimal,Tax percentage.
AP,purchaseOrderData,lineTaxInformationTaxType,,TEXT,string,Tax type for look-up in tables
AP,purchaseOrderData,lineTaxPointDate,,DATE,date,Tax Point date where recorded or if not recorded then the Invoice date 
AP,purchaseOrderData,lineToDate,,DATE,date,Enddate of the deliveries
AP,purchaseOrderData,lineUnitPrice,,NUMERIC,decimal,Unit price for the unit/group of units per UOM in the header's default currency
AP,purchaseOrderData,lineUOMToUOMBaseConversionFactor,,NUMERIC,decimal,Conversion factor of the InvoiceUOM to UOM Base. Only needed when InvoiceUOM is reported and is different from the UOM Base.
AP,purchaseOrderData,orderDate,,DATE,date,"The date of the purchase order, regardless of the date the order is entered."
AP,purchaseOrderData,orderDocumentReference,,TEXT,string,"Identification number or code on the purchase order. The date of the purchase order, regardless of the date the order is entered."
AP,purchaseOrderData,orderNo,,TEXT,string,"Unique identifier for each purchase order. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each purchase order."
AP,purchaseOrderData,orderType,,TEXT,string,
AP,purchaseOrderData,paymentTerms,,TEXT,string,Payments terms for this invoice
AP,purchaseOrderData,period,,TEXT,string,"Fiscal period in which the Effective_Date occurs.Examples include W1‚ÄìW53 for weekly periods, M1‚ÄìM12 for monthly periods, and Q1‚ÄìQ4 for quarterly periods."
AP,purchaseOrderData,periodYear,,TEXT,string,"Fiscal year in which thePurchase_Order_Date occursâ€”YYYY fordelimited, CCYY-MM-DD fiscal year end(ISO 8601) for extensible business reportinglanguage global ledger taxonomy framework(XBRL GL)."
AP,purchaseOrderData,postingStatus,,TEXT,string,"Status of the transaction's posting to the GL(for example, ""Posted,"" ""Not Posted"")."
AP,purchaseOrderData,purchaseOrderAmountLocal,,NUMERIC,decimal,"Transaction monetary amount in localcurrency."
